,comment,label,tokenized
1034,sudah 3 minggu vaksin dan sertifikat juga blm keluar..layak dapat bintang 1 :),,sudah minggu vaksin dan sertifikat juga belum dapat bintang
1035,"sering hang dan bikin hp panas, saya pakai android notifikasi tdk bs di tutup",,sering hang dan bikin hp panas saya pakai android notifikasi tdk bs di tutup
1036,sudah vaksin kenapa harus pcr ??,,sudah vaksin kenapa harus pcr
1037,crash app..,,crash
1038,sucessfully read the qr code,,sucessfully read the qr code
1039,good app semoga lancar terus😊😊,,good app semoga lancar
1040,regulasi dan peraturan pemerintah terbaru mengenai ppkm tidak update di aplikasi peduli lindungi.. desain untuk app sendiri lebih baik versi sebelumnya daripada yg sekarang.. asimetris sekali setelah update app nya,,regulasi dan peraturan pemerintah terbaru mengenai ppkm tidak update di aplikasi peduli desain untuk app sendiri lebih baik versi sebelumnya daripada yg asimetris sekali setelah update app nya
1041,setelah update aplikasi crash trus.gagal buka,,setelah update aplikasi crash buka
1042,aplikasi tidak bermanfaat!!!,,aplikasi tidak bermanfaat
1043,tidak bisa check in,,tidak bisa check in
1044,tak bisa download,,tak bisa download
1045,keren juga!,,keren juga
1046,"the apps was super bad. after updating the version, when i opened my apps it was stuck by clicking as ""indonesian citizen"" or ""foreigner"" after that the system move to page of ""terms and conditions"" common, this is suck! so i need to go to gojek apps to use one of their option of peduli lindungi to be able to scan the barcode while enter the malls. this is useless!",,the apps was super bad after updating the version when i opened my apps it was stuck by clicking as indonesian citizen or foreigner after that the system move to page of terms and conditions common this is suck so i need to go to gojek apps to use one of their option of peduli lindungi to be able to scan the barcode while enter the malls this is useless
1047,susah banget mau masuk. damn,,susah banget mau masuk damn
1048,"baru pertama kali menggunakan aplikasi ini, namun ketika ingin 'check out' kenapa 'scan barcode' tidak berfungsi ya?",,baru pertama kali menggunakan aplikasi ini namun ketika ingin out kenapa barcode tidak berfungsi ya
1049,please turn on pedulilindungi,,please turn on pedulilindungi
1050,apakah ada pengaturan bahasa inggris?,,apakah ada pengaturan bahasa inggris
1051,semoga ke depan ga error lagi,,semoga ke depan tidak error lagi
1052,"paling ga make sense. tanggal lahir ga bisa lgsg loncat ke tahun lahir, harus scroll satu-satu perbulan. wasting time banget.",,paling tidak make sense tanggal lahir tidak bisa lgsg loncat ke tahun lahir harus scroll perbulan wasting time banget
1053,"sebelumnya biaa check out tanpa scan qr, setelah update harus scan qr",,sebelumnya biaa check out tanpa scan qr setelah update harus scan qr
1054,"diversi baru ini kartu vaksin saya tidak muncul, ada solusinya? sdh saya coba isi nik dan nama, bahkan sdh telp ke 119, data saya tidak ada masalah, dan minta saya telp hotline kominfo , ampuennn,helppppp",,diversi baru ini kartu vaksin saya tidak muncul ada solusinya sdh saya coba isi nik dan nama bahkan sdh telp ke data saya tidak ada masalah dan minta saya telp hotline kominfo ampuennn helppppp
1055,"kelemahannya yg perlu diperbaiki: di beberapa lokasi tenant suka susah sinyal terutama basement (pengelola hrs ada wifi extender). pengawasan kadang kurang (sekuriti kurang tegas..bagusnya ada fitur report pengelola lokasi kalau ada pelanggaran). proses checkout kadang masih suka error...ada notif lokasi terlalu jauh dll. mohon diperbaiki. satu saran lagi, app ini ga perlu dibuat jd alat pembayaran. fokus ke contact tracing saja.",,kelemahannya yg perlu diperbaiki di beberapa lokasi tenant suka susah sinyal terutama basement pengelola hrs ada wifi extender pengawasan kadang kurang sekuriti kurang ada fitur report pengelola lokasi kalau ada pelanggaran proses checkout kadang masih suka error ada notif lokasi terlalu jauh dll mohon diperbaiki satu saran lagi app ini tidak perlu dibuat jd alat pembayaran fokus ke contact tracing saja
1056,can't enter this application... if this application is required for indonesian citizens... please fix it,,ca enter this application if this application is required for indonesian citizens please fix it
1057,"tanggal lahir tidak bisa, mesti android 7 keatas. kenapa tdk membuat aplikasi yg bisa di gunakan smua user android?",,tanggal lahir tidak bisa mesti android keatas kenapa tdk membuat aplikasi yg bisa di gunakan smua user android
1058,"vaksin saya sudah diapprove kemenkes melalui web service, tapi di app ini statusnya masih merah? 🤷‍♂️ what should i do?",,vaksin saya sudah diapprove kemenkes melalui web service tapi di app ini statusnya masih merah what should i do
1059,is good,,is good
1060,sekarang jauh lebih baik & stabil,,sekarang jauh lebih baik stabil
1061,"aplikasinya tidak bisa digunakan dan membuat semua yang di saudi arabia kebingungan, tidak ada penjelasan terperinci. maaf bintang satu karena saya tidak pusa, pekerjaan saya teriendala karena aplikasinya tidak mendukung.. terimakasih",,aplikasinya tidak bisa digunakan dan membuat semua yang di saudi arabia kebingungan tidak ada penjelasan terperinci maaf bintang satu karena saya tidak pusa pekerjaan saya teriendala karena aplikasinya tidak terimakasih
1062,sertifikat vaksin 1 2 tidak muncul di aplikasi namun ada di website,,sertifikat vaksin tidak muncul di aplikasi namun ada di website
1063,does not work for me. cannot see vaccine info however i have hardcopy of 1st dose.,,does not work for me can not see vaccine info however i have hardcopy of dose
1064,"sering ga bisa connect. location detection nya super jelek. sudah bisa check in di mall, resto dalam mall nya ga bisa check in dan keluar notif nya ""berada di luar area"". tidak bisa di gunakan dalam bahasa indonesia, padahal hanya di pakai di indonesia.",,sering tidak bisa connect location detection nya super jelek sudah bisa check in di mall resto dalam mall nya tidak bisa check in dan keluar notif nya berada di luar area tidak bisa di gunakan dalam bahasa indonesia padahal hanya di pakai di indonesia
1065,"luar binasa, habis update masih login tapi data2 hilang semua, bahkan status & sertifikat vaksin. trus mau ulang isi data diri ""terjadi kesalahan"". makin di update kok makin bosok aja",,luar binasa habis update masih login tapi hilang semua bahkan status sertifikat vaksin trus mau ulang isi data diri terjadi kesalahan makin di update kok makin bosok aja
1066,"bisa keluar statement sudah vaksin, tapi ga bisa keluarin certificate",,bisa keluar statement sudah vaksin tapi tidak bisa keluarin certificate
1067,app guoblog,,app guoblog
1068,"saya udah vaksin, tapi sertifikat belum muncul. saya kasih bintang 5, kalau sertif saya udah muncul ya.",,saya udah vaksin tapi sertifikat belum muncul saya kasih bintang kalau sertif saya udah muncul ya
1069,bagaimana ini re log in malah data semua ilang. sertifikat vaksin saya jd ga ada,,bagaimana ini re log in malah data semua ilang sertifikat vaksin saya jd tidak ada
1070,error 👎🏻,,error
1071,loading time super lambat. seringkali tidak dpt dibuka bahkan dengan koneksi internet yg baik sekalipun.,,loading time super lambat seringkali tidak dpt dibuka bahkan dengan koneksi internet yg baik sekalipun
1072,satisfied,,satisfied
1073,"kenapa setelah di instal ulang gak bisa di buka ya aplikasinya, bug di menu awal syarat dan kebijakan privasi tidak ada tombol login atau lanjutnya",,kenapa setelah di instal ulang tidak bisa di buka ya aplikasinya bug di menu awal syarat dan kebijakan privasi tidak ada tombol login atau lanjutnya
1074,"sertifikat vaksin tidak tampil di aplikasi tapi di web ada, mohon di perbaiki",,sertifikat vaksin tidak tampil di aplikasi tapi di web ada mohon di perbaiki
1075,good aapp,,good aapp
1076,good,,good
1077,"awalnya bisa, setelah di update jadi gak bisa, install ulang sudah dilakukan, pada saat contereng agreement. stuck, tdk bisa scroll gak bisa masuk.",,awalnya bisa setelah di update jadi tidak bisa install ulang sudah dilakukan pada saat contereng agreement stuck tdk bisa scroll tidak bisa masuk
1078,"ui lebih responsif nice, sempat tes klik more lalu pilih travel regulation langsung keluar dr aplikasi. mungkin bs di perbaiki. thanks. good job.",,ui lebih responsif nice sempat tes klik more lalu pilih travel regulation langsung keluar dr aplikasi mungkin bs di perbaiki terimakasih good job
1079,"setelah update aplikasi, data vaksin dan sertifikat vaksin saya tidak ada.....bagaimana ini? ada penjelasan?",,setelah update aplikasi data vaksin dan sertifikat vaksin saya tidak ada ini ada penjelasan
1080,"saya memakai aplikasi peduli lindungi. tanggal 12 okt 2021 hasil test pcr dinyatakan positif lalu pada tanggal 18 okt saya test ulang pcr dengan hasil negatif. ketika pcr dinyatakan positif status aplikasi berubah menjadi hitam. namun setelah dinyatakan negatif, status tetap tidak berubah warna (tetap hitam) hingga hari ini 26 oktober 2021. ditanyakan ke pihak lab katanya sudah update hasil pcr melalui nar. mohon infonya ya...",,saya memakai aplikasi peduli lindungi tanggal okt hasil test pcr dinyatakan positif lalu pada tanggal okt saya test ulang pcr dengan hasil negatif ketika pcr dinyatakan positif status aplikasi berubah menjadi hitam namun setelah dinyatakan negatif status tetap tidak berubah warna tetap hitam hingga hari ini oktober ditanyakan ke pihak lab katanya sudah update hasil pcr melalui nar mohon infonya ya
1081,membantu tetapi sedikit kendala saat ingin melihat sertifikat hasil vaksin,,membantu tetapi sedikit kendala saat ingin melihat sertifikat hasil vaksin
1082,mkre better than the last version,,mkre better than the last version
1083,"giliran positif cepet update langsung ke aplikasi, giliran udah negatif ngubah status di aplikasi aja sampe skrg ga bisa2. padahal tes terakhir dengan hasil negatif nya di tempat tes yang terdaftar di kemenkes. sudah email admin untuk minta di update statusnya, cuma dibalas akan ditindaklanjuti, tp buktinya sampe skrg ga di update2. saya jadi tidak bisa berpegian kemana2 karena status saya yang di aplikasi masih positif. tolong segera ditindaklanjuti",,giliran positif cepet update langsung ke aplikasi giliran udah negatif ngubah status di aplikasi aja sampe skrg tidak padahal tes terakhir dengan hasil negatif nya di tempat tes yang terdaftar di kemenkes sudah email admin untuk minta di update statusnya cuma dibalas akan ditindaklanjuti tp buktinya sampe skrg tidak di saya jadi tidak bisa berpegian karena status saya yang di aplikasi masih positif tolong segera ditindaklanjuti
1084,otp kode lambat.. slow.. coba berulangkali. semoga ada pengembangan,,otp kode coba berulangkali semoga ada pengembangan
1085,"kelamaan ngasih sertifnya, sebenarnya saya paham cuman saya jahat aja.",,kelamaan ngasih sertifnya sebenarnya saya paham cuman saya jahat aja
1086,sertifikat lama,,sertifikat lama
1087,loading semakin lama... fitur lokasi gps kenapa di hilangkan sangat membantu pada saat check-in..,,loading semakin lama fitur lokasi gps kenapa di hilangkan sangat membantu pada saat
1088,tolong perbaikin menu login. ga bisa klik i agree nya.thx,,tolong perbaikin menu login tidak bisa klik i setuju
1089,"aplikasi terbaru 4.0.2 ngga bisa scroll up buat klik tombol i agree. jadinya stuck di halaman privacy policy. coba dong sebelum rilis tes di semua device. ngga semua layarnya gede, di atas 6 inchi. gimana mau pakenya????",,aplikasi terbaru tidak bisa scroll up buat klik tombol i setuju jadinya stuck di halaman privacy policy coba dong sebelum rilis tes di semua device tidak semua layarnya gede di atas inchi gimana mau pakenya
1090,menyebalkan sekali sampai dengan sekarang status saya masih merah padahal sudah vaksin yang pertama tanggal 05 agustus,,menyebalkan sekali sampai dengan sekarang status saya masih merah padahal sudah vaksin yang pertama tanggal agustus
1091,write ehac always not respons,,write ehac always not respons
1092,"update review jd bintang 3 skrg otp nya tau2 udah bisa, tapi via email masih ga bisa.",,update review jd bintang skrg otp nya udah bisa tapi via email masih tidak bisa
1093,"untuk yg gak bisa klik ""agree"" di privacy policy sehingga gak bisa masuk ke aplikasi setelah di update atau reinstall,, coba menu bar android nya disembunyikan dulu... pembuat aplikasi ini masih belum lulus dalam desain user interface... saya sudah coba di 5 hape yg berbeda... dan tombol ""agree"" nya itu pada beberapa hape tertutup oleh menu bar android nya...",,untuk yg tidak bisa klik setuju di privacy policy sehingga tidak bisa masuk ke aplikasi setelah di update atau reinstall coba menu bar android nya disembunyikan dulu pembuat aplikasi ini masih belum lulus dalam desain user interface saya sudah coba di hape yg berbeda dan tombol setuju nya itu pada beberapa hape tertutup oleh menu bar android nya
1094,"ga user friendly, applikasi bodoh yg harus di hadapi secara terpaksa.. hadeh kemana anak2 bangsa yg pinter saat di butuhkan..?",,tidak user friendly applikasi bodoh yg harus di hadapi secara hadeh kemana bangsa yg pinter saat di
1095,"sangat sangat buruk, banyak bug dan merepotkan",,sangat sangat buruk banyak bug dan merepotkan
1096,setelah instal dan pilih warga negara lanjut cek syarat penggunaan dan kebijakan privasi gak bisa scroll up buat klik agree button. gimana mau dipakai applikasinya?,,setelah instal dan pilih warga negara lanjut cek syarat penggunaan dan kebijakan privasi tidak bisa scroll up buat klik setuju button gimana mau dipakai applikasinya
