comment,processed,label_manual
saat vaksin dan dua salah masuk nomer hp saat daftar applikasi tidak bisa lihat sertifikat vaksin,vaksin dobel_dua meleset_cacat_salah_lupa masuk_kena_turun_sampai nomer hp jadwal_register_daftar applikasi tak_tidak_kagak bisa_sanggup_dapat tentang_pantau_lihat_temu_kunjung surat_sertifikat vaksin,0
oke,oke_ya,1
hampir sejak vaksin dan belum sertifikat vaksin tolong baik,semenjak_sejak_dari vaksin belum surat_sertifikat vaksin tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
namany aplikasi mariberkomedi pedulilindungi versi susah versi susah biarin aj deh ya tidak biar anggap huni mall hahaha sih gps kan yang sedia qr untuk scan masuk bisa lengkap data lokasi untuk orang lokasi masa iya orang jakarta bisa mall surabaya kalo tidak di lokasi,namany operasi_aplikasi mariberkomedi pedulilindungi tipe_versi_cara_jenis berat_repot_sulit_payah_susah tipe_versi_cara_jenis berat_repot_sulit_payah_susah biarin aj deh sungguh_betul_ya_iya_oke tak_tidak_kagak biar anggap_tanggap_rasa_kira huni mall hahaha sih_si gps yang selesai_sedia qr scan masuk_kena_turun_sampai bisa_sanggup_dapat penuh_sempurna_besar_lengkap data_statistik_informasi_fakta_bukti posisi_lokasi_tempat bangsa_orang_manusia posisi_lokasi_tempat iya bangsa_orang_manusia jakarta bisa_sanggup_dapat mall surabaya kalo tak_tidak_kagak posisi_lokasi_tempat,0
gagal checkin semua sdh gps nyala sdh versi kuota tpi msh susah checkin,gagal_rusak_kalah checkin sdh gps nyala_hidup sdh tipe_versi_cara_jenis kuota tpi msh berat_repot_sulit_payah_susah checkin,-1
tidak nomor nik nik salah baru meski milik sertifikat vaksinasi dua vaksin aplikasi ini tunjuk status merah yang tidak pasuk maksud jika tidak baru nom nik aplikasi untuk tegak aplikasi untuk pasuk,tak_tidak_kagak nomor_angka nik nik meleset_cacat_salah_lupa aktual_mutakhir_baru_segar milik surat_sertifikat vaksinasi vaksin operasi_aplikasi tunjuk nama_status_kualitas_situasi_posisi_kelas merah tak_tidak_kagak pasuk arah_maksud_arti_mau_makna_semangat_isi_niat tak_tidak_kagak aktual_mutakhir_baru_segar nom nik operasi_aplikasi tegak_kuat operasi_aplikasi pasuk,-1
kyknya performa servernya resource deh ganggu pas jam checkout gagal ui icon tolong ganti warna colok bikin pusing mata,kyknya performa servernya resource deh ganggu_kacau betul_cocok_sedang_pas_kompatibel tanda_jam checkout gagal_rusak_kalah ui icon tolong_bantu ubah_ganti warga_warna_kelas nyata_terang_colok_jelas bikin putar_pusing arah_fokus_sumber_mata,-1
error gagal check in,error gagal_rusak_kalah check in,-1
burukk udah vaksin tidak valid pas masukin sertivikat vaksin,burukk udah vaksin tak_tidak_kagak terang_jadi_kuat_valid betul_cocok_sedang_pas_kompatibel masukin sertivikat vaksin,-1
busuk loadingnya,rusak_butut_buruk_busuk loadingnya,-1
selamat di orde dunia budak,aman_selamat sistem_orde masyarakat_bumi_tempat_dunia_bidang_alam anak_budak,0
aplikasi bisa fungsi baik,operasi_aplikasi bisa_sanggup_dapat tugas_fungsi_manfaat_guna ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
ada alternatif vaksin tempat jadwal tidak sedia layan,alternatif_opsi vaksin jadwal_program tak_tidak_kagak selesai_sedia layan,0
update skrg tidak bisa masuk apk pedulilindungi notif error bagaimana kemenkes update utk sempurna kok rusak yg ada mgk baik ulang bbrp kali sblm dilaunch update nya,update skrg tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai apk pedulilindungi notif error kemenkes update utk beres_sempurna_utama_selesai_lengkap rusak_buruk_busuk_gagal_cacat lahir_tampil_hidup_sedia_ada_jadi_muncul mgk ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak kembali_ulang bbrp waktu_saat_ketika_kali sblm dilaunch update nya,-1
ayo laporin aplikasi selalu on background selalu on gps tracking lokasi ijin,ayo_mari_yuk laporin operasi_aplikasi on background on gps tracking posisi_lokasi_tempat ijin,-1
otpnya tidak,otpnya tak_tidak_kagak,-1
aplikasi enak pakai tampil tarik,operasi_aplikasi nikmat_enak_segar pakai tampil_maju anjur_tarik,1
boros baterai,boros baterai,-1
mau masuk aplikasi henti halaman bijak privasi ya sudah centang nyata tuju bijak privasi update sudah reinstall aplikasi tetap henti halaman bijak privasi,masuk_kena_turun_sampai operasi_aplikasi jeda_henti halaman_laman pintar_bijak privasi sungguh_betul_ya_iya_oke centang nyata_jelas tuju pintar_bijak privasi update reinstall operasi_aplikasi jeda_henti halaman_laman pintar_bijak privasi,-1
buat ehac pilih airplaine ubah car,ehac pilih airplaine pindai_ubah_ganti_pindah car,-1
apdet teu bisa buka,apdet teu bisa_sanggup_dapat buka_aktif,0
gimana tidak bisa checkout otomatis jam lupa checkout hari,gimana tak_tidak_kagak bisa_sanggup_dapat checkout otomatis tanda_jam lupa checkout,0
updated malah bikin antem dgn security kantor mall tulis qt out of range tidak bisa cekin securitynya bener kalo tidak bisa cekin tidak kasih masuk terus bagaimana,updated bikin antem dgn security kantor_gedung mall tulis_catat qt out of range tak_tidak_kagak bisa_sanggup_dapat cekin securitynya bener kalo tak_tidak_kagak bisa_sanggup_dapat cekin tak_tidak_kagak bagi_cinta_sayang_beri_kasih_prihatin masuk_kena_turun_sampai bagaimana,-1
tidak tidak tidak tidak,tak_tidak_kagak tak_tidak_kagak tak_tidak_kagak tak_tidak_kagak,-1
baik,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
tidak check out,tak_tidak_kagak check out,-1
aplikasi parah masuk menu udah langsung kalo suruh pakai android os kenapa harus ada aplikasi jangan sulit,operasi_aplikasi berat_parah_payah_serius_sangat_keras masuk_kena_turun_sampai menu udah langsung kalo suruh_perintah pakai android os wajar_wajib_mesti_harus_perlu operasi_aplikasi berat_repot_sulit_payah_serius_susah,-1
wow tingkat aktual aplikasi perlu akses gps saat hanya butuh izin lokasi aplikasi di latar bagus ui bisa gelegar guna versi lebih tetapi saya aplikasi lebih responsif kurang macet belum akses catat vaksinasi sederhana kerja bagus,wow tingkat aktual_mutakhir_positif_nyata_baru_segar operasi_aplikasi akses gps tetapi_hanya_cuma_saja butuh izin posisi_lokasi_tempat operasi_aplikasi situasi_latar baik_bagus_keren ui bisa_sanggup_dapat gelegar manfaat_guna_bagi_fungsi_untuk_buat tipe_versi_cara_jenis tetapi operasi_aplikasi responsif rusak_macet akses catat_tulis vaksinasi biasa_sederhana_sedang operasi_fungsi_kerja_aktivitas baik_bagus_keren,1
submenus di bahasa indonesia apa guna pilih bahasa inggris aplikasi masih beranta butuh revamp total,submenus kode_cara_bahasa indonesia manfaat_guna_bagi_fungsi_untuk_buat pilih kode_cara_bahasa inggris operasi_aplikasi beranta butuh revamp total,-1
daftar ke kemenkes lama tuju vaksinasi di singapura,jadwal_register_daftar kemenkes kedaluwarsa_periode_tempo_lama_lambat_lelet tuju vaksinasi singapura,-1
baik vaksinasi test langsung hasil saran baik akan tinggal lokasi pemberitahuan ketuk tombol dari lokasi belum dan lupa scan,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak vaksinasi test langsung hasil komentar_saran ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak masih_tinggal posisi_lokasi_tempat pemberitahuan ketuk tombol posisi_lokasi_tempat lalu_dan_dengan_lagi lupa scan,0
indonesia butuh orang jujur stop tas tes fafifu sudah vaksin suruh test pcr bayar pergi aneh buat sertifikat vaksin,indonesia butuh bangsa_orang_manusia andal_jujur selesai_stop tas tes fafifu vaksin suruh_perintah test pcr bayar berangkat_pergi_hilang asing_aneh_absurd surat_sertifikat vaksin,-1
nik masuk berulangkali tidak bisa input nomor handphone isi ehac crash unggah attachment hasil test,nik masuk_kena_turun_sampai berulangkali tak_tidak_kagak bisa_sanggup_dapat input nomor_angka handphone daya_isi ehac crash unggah attachment hasil test,-1
gimana brulang x donlot tidak bisa buka aplikasi y stuck syarat tentu tolong donk baik biar smua rakyat indonesia bisa akses mudah,gimana brulang x donlot tak_tidak_kagak bisa_sanggup_dapat buka_aktif operasi_aplikasi y stuck term_syarat_kondisi tolong_bantu donk ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak biar smua orang_rakyat indonesia bisa_sanggup_dapat akses sederhana_agar_gampang_mudah_ringan_lancar,-1
ini tidak bisa masuk peduli lindung hape fujitsu,tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai tahu_peduli lindung hape fujitsu,-1
bantu,angkat_bantu_beri_tolong_dukung,1
ribet aplikasi praktis ditandatangani verifikasi sek sekarang hemat ben data wen iso buka selamat di aplikasi jano xg pie pi aplikasi,ribet operasi_aplikasi praktis_positif_efektif ditandatangani tes_validasi_verifikasi_konfirmasi sek hemat ben data_statistik_informasi_fakta_bukti wen iso buka_aktif aman_selamat operasi_aplikasi jano xg pie pi operasi_aplikasi,0
tolong kan aplikasi bagus mobilisasi tracking atur jalan tidak update rakyat bingung syarat atur jalan ubah rubah update regulasi jalan tidak akomodasi aplikasi sini new but,tolong_bantu operasi_aplikasi baik_bagus_keren mobilisasi tracking atur jalan tak_tidak_kagak update orang_rakyat bingung term_syarat_kondisi atur jalan pindai_ubah_ganti_pindah rubah update regulasi jalan tak_tidak_kagak fasilitas_akomodasi operasi_aplikasi new but,-1
oke,oke_ya,1
tidak cocok layar huawei tidak bisa klik tombol saya tuju pilih warga negara indonesia,tak_tidak_kagak betul_cocok_sesuai_pas_masuk_kompatibel_sinkron layar huawei tak_tidak_kagak bisa_sanggup_dapat klik tombol tuju pilih anggota_anak_keluarga_warga_orang negeri_kampung_wilayah_daerah_dunia_negara_zona indonesia,-1
telah coba dari isi info guna aplikasi tetapi macet kali coba unggah hasil tes pcr dalam format pdf sila periksa baru aplikasi asap saya tidak masalah darat jakarta besok terimakasih kasih,kalau_coba_jika daya_isi info manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi rusak_macet waktu_saat_ketika_kali kalau_coba_jika unggah hasil tes pcr format pdf ayo_mari_sila_etik cek_periksa_kontrol aktual_mutakhir_baru_segar operasi_aplikasi asap tak_tidak_kagak darat_bumi jakarta besok terimakasih bagi_cinta_sayang_beri_kasih_prihatin,-1
diupdate tidak bisa buka pedulilindungi has stoppes working,diupdate tak_tidak_kagak bisa_sanggup_dapat buka_aktif pedulilindungi has stoppes working,-1
gimana sih tidak bisa daftar login aplikasi tidak guna tp dipake gajelas aplikasi bener klo emg dipake orang,gimana sih_si tak_tidak_kagak bisa_sanggup_dapat jadwal_register_daftar login operasi_aplikasi tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat tp dipake gajelas operasi_aplikasi bener klo emg dipake bangsa_orang_manusia,-1
account peduli lindung lupa checkout sekarang tidak bisa checkout jam tidak tereset otomatis coba hubungin call center email tera app tidak direspon harus hubung mana ya kalo gin,account tahu_peduli lindung lupa checkout tak_tidak_kagak bisa_sanggup_dapat checkout tanda_jam tak_tidak_kagak tereset otomatis kalau_coba_jika hubungin call center email tera_rekam app tak_tidak_kagak direspon hubung sungguh_betul_ya_iya_oke kalo gin,-1
tampil app peduli lindung beda sy instal bisa,tampil_maju app tahu_peduli lindung beda_lain sy instal bisa_sanggup_dapat,0
tidak bisa check out bugnya,tak_tidak_kagak bisa_sanggup_dapat check out bugnya,-1
coba aplikasi tidak bisa masuk tidak kemudian kata sayang pedulilindungi henti saya coba segar ponsel saya tetapi saya masih tidak bisa buka tolong baik,kalau_coba_jika operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai tak_tidak_kagak istilah_kata sayang_cinta_kasih_suka pedulilindungi jeda_henti kalau_coba_jika aktual_sehat_baru_fit_segar ponsel tetapi masih_lagi_sedang_tinggal_tengah tak_tidak_kagak bisa_sanggup_dapat buka_aktif tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
tidak pindai,tak_tidak_kagak pindai,-1
halo kita tidak lihat id opsi android pilih id guna vaksinasi aplikasi iphone peduli,halo tak_tidak_kagak tentang_pantau_lihat_temu_kunjung id alternatif_opsi android pilih id manfaat_guna_bagi_fungsi_untuk_buat vaksinasi operasi_aplikasi iphone tahu_peduli,-1
aplikasi tempe,operasi_aplikasi tempe,0
baru tidak hubung aplikasi,aktual_mutakhir_baru_segar tak_tidak_kagak hubung operasi_aplikasi,-1
bagus,baik_bagus_keren,1
data tidak update,data_statistik_informasi_fakta_bukti tak_tidak_kagak update,-1
tidak otomatis check out tidak tombol periksa manual apa harus laku kita lupa periksa tidak periksa barcode aplikasi,tak_tidak_kagak otomatis check out tak_tidak_kagak tombol cek_periksa_kontrol manual wajar_wajib_mesti_harus_perlu laku lupa cek_periksa_kontrol tak_tidak_kagak cek_periksa_kontrol barcode operasi_aplikasi,-1
tidak tombol,tak_tidak_kagak tombol,0
aplikasi hebat,operasi_aplikasi hebat_istimewa_kuat_seru,1
apk sekarang ribet y mudah yg kmrn,apk ribet y sederhana_agar_gampang_mudah_ringan_lancar kmrn,-1
email cert vaksin tuju sudah periksa hari hari halaman aplikasi masih kosong itu kerja orang asing plus laku tes pcr tunjuk hasil aplikasi,email cert vaksin tuju cek_periksa_kontrol hari halaman_laman operasi_aplikasi kosong operasi_fungsi_kerja_aktivitas bangsa_orang_manusia asing_lain_aneh_luar_jauh plus laku tes pcr hasil operasi_aplikasi,-1
tidak bisa buka abis update,tak_tidak_kagak bisa_sanggup_dapat buka_aktif abis update,-1
tidak bisa pakai susah pake app check in tulis deteksi lokasi padahal tidak pake fake gps nyalain lokasi buat lain sampe udah reset hpnya tidak bisa udah email pedulilindungi tidak respon,tak_tidak_kagak bisa_sanggup_dapat pakai berat_repot_sulit_payah_susah pake app check in tulis_catat deteksi posisi_lokasi_tempat tak_tidak_kagak pake fake gps nyalain posisi_lokasi_tempat beda_asing_lain sampe udah reset hpnya tak_tidak_kagak bisa_sanggup_dapat udah email pedulilindungi tak_tidak_kagak respon,-1
freakin bahkan tidak bisa masuk yang hindar,freakin tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai hindar,0
manfaat pergi indonesia,manfaat_guna_untung_fungsi_arti berangkat_pergi_hilang indonesia,1
abis update check out force close,abis update check out force close,-1
tidak bisa login,tak_tidak_kagak bisa_sanggup_dapat login,-1
aplikasi sekrup masuk lokasi tidak untuk coneact jirrrrr,operasi_aplikasi sekrup masuk_kena_turun_sampai posisi_lokasi_tempat tak_tidak_kagak coneact jirrrrr,0
tidak bisa checkout,tak_tidak_kagak bisa_sanggup_dapat checkout,-1
cape comppain sini ha tanggap buruk pernah,cape comppain ha responsif_tanggap_peka_paham rusak_buruk_kasar_busuk_negatif_jelek_cacat,-1
versi yg terupdated pilih wni foreigner klik term and condition klik accept nya bagi hp tidak tidak bisa scroll untuk klik tombol accep nya,tipe_versi_cara_jenis terupdated pilih wni foreigner klik nama_kata_istilah_kondisi_term and condition klik accept nya hp tak_tidak_kagak tak_tidak_kagak bisa_sanggup_dapat scroll klik tombol accep nya,-1
tidak percaya,tak_tidak_kagak percaya,-1
tidak bisa checkout otomatis,tak_tidak_kagak bisa_sanggup_dapat checkout otomatis,-1
lihat tidak tidak smp old tidak iok lompat bawah scrolle tidak asik,tentang_pantau_lihat_temu_kunjung tak_tidak_kagak tak_tidak_kagak smp old tak_tidak_kagak iok lompat scrolle tak_tidak_kagak asik,0
susah orang mana make aplikasi aplikasi berat kalo buka tipikal aplikasi negeri,berat_repot_sulit_payah_susah bangsa_orang_manusia make operasi_aplikasi operasi_aplikasi hebat_berat_fatal_parah_sulit_payah_beban_serius_susah_sangat_keras kalo buka_aktif tipikal operasi_aplikasi daerah_bumi_negeri_kota,-1
tabrak,adu_tabrak,-1
yg jauh bagus dr,jauh baik_bagus_keren dr,1
tidak bisa scan qr,tak_tidak_kagak bisa_sanggup_dapat scan qr,-1
komit jaga masyarakat republik indonesia sistuasi pandemic endemic dgn baharu system sesuai sikon yg,komit sadar_bangun_jaga publik_masyarakat_bangsa_rakyat republik indonesia sistuasi pandemic endemic dgn baharu system sinkron_cocok_sesuai sikon,0
anda anda gin,anda gin,0
sering error butuh jaring internet,error butuh jaring internet,0
bagus,baik_bagus_keren,1
dingin,dingin,1
janji syarat namun tidak lewat halaman email anda ikan terus kembali saya,syarat_maksud_janji_niat term_syarat_kondisi tak_tidak_kagak halaman_laman email ikan kembali_pulang_ulang,-1
versi tidak bisa checkout tolong bugnya baik,tipe_versi_cara_jenis tak_tidak_kagak bisa_sanggup_dapat checkout tolong_bantu bugnya ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
tolong baik update versi aplikasi saya tidak bisa check out saat check in guna aplikasi versi nya lebih parah tidak bisa check in tempat karena status nya check out,tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak update tipe_versi_cara_jenis operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat check out check in manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi tipe_versi_cara_jenis nya berat_parah_payah_serius_sangat_keras tak_tidak_kagak bisa_sanggup_dapat check in karena_oleh_akibat nama_status_kualitas_situasi_posisi_kelas nya check out,-1
scan aja tidak,scan aja tak_tidak_kagak,-1
jelek update tidak bisa check out gilir masuk tidak bisa tidak check out,jelek update tak_tidak_kagak bisa_sanggup_dapat check out gilir masuk_kena_turun_sampai tak_tidak_kagak bisa_sanggup_dapat tak_tidak_kagak check out,-1
sangat aplikasi sangat buruk,operasi_aplikasi rusak_buruk_kasar_busuk_negatif_jelek_cacat,-1
status warna aplikasi hitam padahal sudah tes antigen kunjung tidak ubah warna aplikasi sudah lapor email tidak tindaklanjut seperti hanya susah masyarakat,nama_status_kualitas_situasi_posisi_kelas warga_warna_kelas operasi_aplikasi hitam_buruk tes antigen kunjung_cepat_lekas_segera tak_tidak_kagak pindai_ubah_ganti_pindah warga_warna_kelas operasi_aplikasi habis_sudah_telah lapor email tak_tidak_kagak tindaklanjut tetapi_hanya_cuma_saja berat_repot_sulit_payah_susah publik_masyarakat_bangsa_rakyat,-1
hasil terimakasih kasih,hasil terimakasih bagi_cinta_sayang_beri_kasih_prihatin,1
sertifikat vaksin belum cuma terang sudah vaksin gimana dh kacao,surat_sertifikat vaksin hanya_cuma_saja nyata_jelas_terang_valid vaksin gimana dh kacao,-1
di update versi sama tidak bisa login,update tipe_versi_cara_jenis tak_tidak_kagak bisa_sanggup_dapat login,-1
ini cepat akurat tahan bahkan di tingkat kemamp annya,kunjung_cepat_lekas_segera akurat tahan_kuat_kebal_sabar_stabil pada_di_dalam tingkat kemamp annya,-1
