comment,id,en,id_processed,en_processed,label_manual,svm_id,svm_en
sertifikat vaksin tidak bisa dilihat padahal sudah vaksinasi bulan maret dan april 2021,sertifikat vaksin tidak bisa dilihat padahal sudah vaksinasi bulan maret dan april 2021,vaccine certificates cannot be seen even though vaccination in march and april 2021,,,-1,,
"kadang aplikasi tidak mengirimkan kode verifikasi saat login. error ketika mengisi ehac, jenis kendaraan yang dipilih selalu berubah menjadi mobil","kadang aplikasi tidak mengirimkan kode verifikasi saat login. error ketika mengisi ehac, jenis kendaraan yang dipilih selalu berubah menjadi mobil","sometimes the application does not send a verification code when logging in. error when filling ehac, the type of vehicle chosen always turns into a car",,,-1,,
payah,nafsu,lust,,,-1,,
ecxelence,ecxelence.,ecxelence,,,1,,
"setting date dan lainnya ribet, lambat, dan data tdk terjaga. sdh vaksin pakai pcr lg, useless apps","setting date dan lainnya ribet, lambat, dan data tdk terjaga. sdh vaksin pakai pcr lg, useless apps","date settings and other complicated, slow, and data is not maintained. sdh vaccine use pcr lg, useless apps",,,-1,,
"mau tanya min, untuk android 5.1.1 sudah tidak bisa pakai pedulilindungi?","mau tanya min, untuk android 5.1.1 sudah tidak bisa pakai pedulilindungi?","want to ask min, for android 5.1.1 can't use the protector?",,,-1,,
"sudah vaksin dan sertif tetap merah, call center tidak bisa dihubungi. trus gimana?","sudah vaksin dan sertif tetap merah, call center tidak bisa dihubungi. trus gimana?","already vaccine and certified red, call center cannot be contacted. then what?",,,-1,,
tampilan trbaru lebih simple dan lebih bagus. mau scan juga gampang,tampilan trbaru lebih simple dan lebih bagus. mau scan juga gampang,trbar display is more simple and better. want to scan it is also easy,,,1,,
sampah ga bisa login dah baca ampe khatam juga tetep g bisa,sampah ga bisa login dah baca ampe khatam juga tetep g bisa,"garbage can't login, i also read it too, but it's still able to",,,0,,
"pak/buk mohon maaf ini sebelum nya kenapa hasil test pcr saya tidak muncul di apk peduli lindung? padahal klinik tersebut sudah terdaftar lab nya pas saya cek? baru kali ini saya mengalami hal semacam ini sebelum nya saya tidak perna mengalami ini.. sering saya melakukan penerbangan dan selalu test pcr tapi untuk kali ini kenapa tidak muncil di apk peduli lindung, apakah dari sistem klinik nya atau dri sistem peduli lindung nya? atau server mengenai inputan dari lab ke peduli lindung bermasalah","pak/buk mohon maaf ini sebelum nya kenapa hasil test pcr saya tidak muncul di apk peduli lindung? padahal klinik tersebut sudah terdaftar lab nya pas saya cek? baru kali ini saya mengalami hal semacam ini sebelum nya saya tidak perna mengalami ini.. sering saya melakukan penerbangan dan selalu test pcr tapi untuk kali ini kenapa tidak muncil di apk peduli lindung, apakah dari sistem klinik nya atau dri sistem peduli lindung nya? atau server mengenai inputan dari lab ke peduli lindung bermasalah","pak / buk apologize before it's why my pcr test results don't appear on the apk caring for protection? even though the clinic has registered the lab when i check? only this time i experienced this kind of thing before i didn't experience this ... often i did a flight and always test pcr but for this time why not in the apk care about protected, whether from the clinic system or dri the protected system? or a server about input from the lab to care protected troubled",,,-1,,
when i going a round.........,ketika saya pergi .........,when i going a round.........,,,0,,
ga bisa check out jadi ga bisa ke tpt lain. tolong perbaiki,ga bisa check out jadi ga bisa ke tpt lain. tolong perbaiki,can't check out so it can't go to other tpt. please repair,,,-1,,
bad app,aplikasi yang buruk,bad app,,,-1,,
"tolong donk di update untuk bisa dibuka di android 12, terima kasih.","tolong donk di update untuk bisa dibuka di android 12, terima kasih.","please donk to be updated to be opened on android 12, thank you.",,,-1,,
"gimana sih ya, setelah download ke versi 4.0.2, aplikasi ini malah gabisa dibuka di hp saya. sy coba uninstall trus install ulang juga tetep sama, stuck di menu terms & condition abis itu mental lagi kembali ke layar home. duh tau gini gausah update deh!!! please response nya, gimana caranya. menghambat kerja saya ini aplikasi","gimana sih ya, setelah download ke versi 4.0.2, aplikasi ini malah gabisa dibuka di hp saya. sy coba uninstall trus install ulang juga tetep sama, stuck di menu terms & condition abis itu mental lagi kembali ke layar home. duh tau gini gausah update deh!!! please response nya, gimana caranya. menghambat kerja saya ini aplikasi","how come, after downloading to version 4.0.2, this application can't even open on my cellphone. i try to uninstall then reinstall it also tetep the same, stuck on the terms & condition menu again mentally back to the home screen. duh know this is not difficult to update !!! please response, how do you do it. inhibit my work this application",,,-1,,
why you always run in my background??,mengapa anda selalu berjalan di latar belakang saya ??,why you always run in my background??,,,0,,
nyusahin,nyusahin,bother,,,-1,,
jelek amat aplikasi. lama check in. check out juga. banyak error nya. lemoott woiii...,jelek amat aplikasi. lama check in. check out juga. banyak error nya. lemoott woiii...,ugly very application. long check in. check out too. many of the errors. lemoott woiii ...,,,-1,,
upeate nya malah banyak trouble,upeate nya malah banyak trouble,upeate is a lot of trouble,,,-1,,
sering ngebug dan malah bikin lama 😩 kalau bisa diaktifkan checkout otomatis nya juga jadi tidak perlu check out manual,sering ngebug dan malah bikin lama 😩 kalau bisa diaktifkan checkout otomatis nya juga jadi tidak perlu check out manual,often ngebug and instead make it long 😩 if you can activate the automatic checkout so it doesn't need to check out the manual,,,-1,,
very usefull for many occation and places,sangat berguna untuk banyak kesempatan dan tempat,very usefull for many occation and places,,,1,,
"masih banyak bugs dan lokasi seringkali tidak akurat, jadi menyebabkan tidak bisa check in saat masuk tempat yang ingin dituju","masih banyak bugs dan lokasi seringkali tidak akurat, jadi menyebabkan tidak bisa check in saat masuk tempat yang ingin dituju","there are still many bugs and locations are often inaccurate, so cause you can't check in when you enter the place you want to go to",,,-1,,
good,bagus,good,,,1,,
banyak bug,banyak bug,many bugs,,,-1,,
trimakasih infonya,trimakasih infonya,thank you info,,,1,,
bugs fixed,bug tetap,bugs fixed,,,1,,
suweeee verifikasine... piyee ikii....,suweeee dapat diverifikasi ... bagaimana melakukannya ....,suweeee verifiable ... how to do ....,,,0,,
"lemot bener, malu-maluin","lemot bener, malu-maluin","really slow, shy",,,-1,,
tried to download and always stuck at 64-73%,mencoba mengunduh dan selalu terjebak pada 64-73%,tried to download and always stuck at 64-73%,,,-1,,
"error2 mulu aja ga jelas gua check in bermasalah scan barcode ""silahkan tunggu"" meskipun speed gua kenceng gua check out bermasalah gps meleset mulu, ga bisa check in mau check out ""sedang terjadi masalah"" ui juga gitu2 amat keamanan identitas dll juga kurang mau apa ini aplikasi?","error2 mulu aja ga jelas gua check in bermasalah scan barcode ""silahkan tunggu"" meskipun speed gua kenceng gua check out bermasalah gps meleset mulu, ga bisa check in mau check out ""sedang terjadi masalah"" ui juga gitu2 amat keamanan identitas dll juga kurang mau apa ini aplikasi?","error2 just can't clear me check in troubled scan barcode ""please wait"" even though speed cave kenceng cave check out troubled gps meloset mulu, can't check it want to check out ""there's a problem"" of the ui also as well as the security of identity etc. also lack what this is an application?",,,-1,,
"3 star because sometime the apps just stuck on splash screen, thanks god finally the location permission has been fix","3 bintang karena kadang-kadang aplikasi macet di layar splash, terima kasih tuhan akhirnya izin lokasi telah diperbaiki","3 star because sometime the apps just stuck on splash screen, thanks god finally the location permission has been fix",,,1,,
setelah update data semua hilang. jarus dr awal lagi,setelah update data semua hilang. jarus dr awal lagi,after the data update is all lost. thirst,,,-1,,
apk kurang peka,apk kurang peka,apk less peka.,,,0,,
ok,oke,ok,,,1,,
please make it easy,tolong buat itu mudah,please make it easy,,,-1,,
sertifikat tidak muncul,sertifikat tidak muncul,the certificate does not appear,,,-1,,
"#1 top free apaan, terpaksa semua downloadnya","#1 top free apaan, terpaksa semua downloadnya","# 1 top free fuck, forced all the downloads",,,0,,
kalo udah login beda hari ga di logout ga bisa login lagi,kalo udah login beda hari ga di logout ga bisa login lagi,if it's already logged in the day it doesn't log out it can't login anymore,,,-1,,
great app,aplikasi hebat,great app,,,1,,
kenapa sertifikat vaksin ke 2 saya tidak muncul,kenapa sertifikat vaksin ke 2 saya tidak muncul,why the second vaccine certificate i did not appear,,,-1,,
"maaf, kenapa aplikasinya tidak bisa d buka ya??","maaf, kenapa aplikasinya tidak bisa d buka ya??","sorry, why can't the application open ??",,,-1,,
"saat checkout dari tempat umum error force close, mohon dicek","saat checkout dari tempat umum error force close, mohon dicek","when checkout from a public place error force close, please check",,,-1,,
"nik di kartu vaksin dan ktp berbeda, sedangkan registrasi vaksin menggunakan copy ktp, jadi sekarang saya tidak bisa check in ke mall, padahal lokasi kerja saya termasuk area mall","nik di kartu vaksin dan ktp berbeda, sedangkan registrasi vaksin menggunakan copy ktp, jadi sekarang saya tidak bisa check in ke mall, padahal lokasi kerja saya termasuk area mall","nik on a vaccine card and a different ktp, while the vaccine registration uses a copy of id card, so now i can't check in to the mall, even though my work location includes the mall area",,,-1,,
sangat menolong dan mudah digunakan,sangat membantu dan mudah digunakan,very helpful and easy to use,,,1,,
"otp code always delay.......well of course its always expired, dear. i already got my 2nd vaccine but the apps said no data!!!! your systems sucks!! wrote to the customer care never got reply. any solution perhaps????","kode otp selalu menunda ....... tentu saja selalu kedaluwarsa, sayang. saya sudah mendapatkan vaksin ke-2 tetapi aplikasi mengatakan tidak ada data !!!! sistem anda sucks !! menulis kepada layanan pelanggan tidak pernah mendapat balasan. solusi apa pun mungkin ????","otp code always delay.......well of course its always expired, dear. i already got my 2nd vaccine but the apps said no data!!!! your systems sucks!! wrote to the customer care never got reply. any solution perhaps????",,,-1,,
